depmap_id,cell_line_name,stripped_name,cosmic_id,sanger_id,lineage,disease,aliases
ACH-001356,MB-1,MB1,,SIDM01639,Thyroid,Thyroid Gland Carcinoma,
ACH-002390,MC-1010,MC1010,907798,SIDM00009,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,
ACH-000583,MC116,MC116,907799,SIDM00637,Lymphoid,,
ACH-000796,MCAS,MCAS,1240171,SIDM00008,Ovary/Fallopian Tube,,
ACH-001550,MCC13,MCC13,1333003,SIDM00007,Skin,,
ACH-001551,MCC14-2,MCC142,,SIDM01360,Skin,Other Solid Cancers,
ACH-001552,MCC26,MCC26,1298234,SIDM00006,Skin,,
ACH-002270,MC-CAR,MCCAR,683665,SIDM00636,Lymphoid,,
ACH-001357,MCF 10A,MCF10A,,,Breast,,
ACH-002327,MCF12A,MCF12A,,,Breast,,
ACH-000019,MCF-7,MCF7,905946,SIDM00148,Breast,,
ACH-002160,MC-IXC,MCIXC,908118,SIDM01246,Bone,,
ACH-000044,MDA-MB-134-VI,MDAMB134VI,908119,SIDM00005,Breast,,
ACH-000621,MDA-MB-157,MDAMB157,925338,SIDM00529,Breast,,
ACH-000759,MDA-MB-175-VII,MDAMB175VII,908120,SIDM00633,Breast,,
ACH-000768,MDA-MB-231,MDAMB231,905960,SIDM00146,Breast,,
ACH-001358,MDA-MB-330,MDAMB330,1330941,SIDM00631,Breast,,
ACH-000934,MDA-MB-361,MDAMB361,908121,SIDM00528,Breast,,
ACH-000876,MDA-MB-415,MDAMB415,924240,SIDM00630,Breast,,
ACH-000884,MDA-MB-435S,MDAMB435S,,SIDM01222,Skin,,
ACH-000573,MDA-MB-436,MDAMB436,1240172,SIDM00629,Breast,,
ACH-000910,MDA-MB-453,MDAMB453,908122,SIDM00272,Breast,,
ACH-000849,MDA-MB-468,MDAMB468,908123,SIDM00628,Breast,,
ACH-000952,MDA-PCa-2b,MDAPCa2b,,SIDM01664,Prostate,Prostate Carcinoma,
ACH-000935,MDST8,MDST8,1240173,SIDM00527,Bowel,,
ACH-000439,ME-1,ME1,1330942,SIDM00338,Myeloid,,
ACH-001359,ME-180,ME180,687514,SIDM00627,Cervix,,
ACH-000405,MEC-1,MEC1,1330943,SIDM00001,Lymphoid,,
ACH-001121,MEC2,MEC2,1330944,SIDM00827,Lymphoid,,
ACH-000072,MEG-01,MEG01,908126,SIDM00526,Myeloid,,
ACH-002644,MEGAL,MEGAL,,,Myeloid,,
ACH-001554,Mel-202,Mel202,,SIDM01357,Eye,Melanoma,
ACH-002014,Mel270,MEL270,,,Eye,,
ACH-002015,Mel-285,Mel285,,SIDM01793,Eye,Melanoma,
ACH-002016,Mel-290,Mel290,,SIDM01792,Eye,Melanoma,
ACH-000450,MEL-HO,MELHO,908124,SIDM00337,Skin,,
ACH-000881,MEL-JUSO,MELJUSO,908125,SIDM00336,Skin,,
ACH-001555,Mero-14,Mero14,,SIDM01783,Lung,Mesothelioma,
ACH-001556,Mero-25,Mero25,,SIDM01788,Lung,Mesothelioma,
ACH-001557,Mero-41,Mero41,,SIDM01903,Lung,Mesothelioma,
ACH-001558,Mero-48a,Mero48a,,SIDM01867,Lung,Mesothelioma,
ACH-001559,Mero-82,Mero82,,SIDM01894,Lung,Mesothelioma,
ACH-001560,Mero-83,Mero83,,SIDM01895,Lung,Mesothelioma,
ACH-001561,Mero-84,Mero84,,SIDM01905,Lung,Mesothelioma,
ACH-001562,Mero-95,Mero95,,SIDM01906,Lung,Mesothelioma,
ACH-002486,MES-OV,MESOV,,,Ovary/Fallopian Tube,,
ACH-000449,MES-SA,MESSA,908127,SIDM00625,Uterus,,
ACH-002388,MET2B,MET2B,1659787,SIDM00221,Skin,,
ACH-000987,MeWo,MEWO,908128,SIDM00545,Skin,,
ACH-000192,MFE-280,MFE280,908129,SIDM00335,Uterus,,
ACH-000879,MFE-296,MFE296,908130,SIDM00334,Uterus,,
ACH-000988,MFE-319,MFE319,1240174,SIDM00333,Uterus,,
ACH-002271,MFH-ino,MFHINO,925343,SIDM00299,Soft Tissue,,
ACH-001819,MFM-223,MFM223,910948,SIDM00332,Breast,,
ACH-000359,MG-63,MG63,908131,SIDM00525,Bone,,
ACH-001997,MGH-AOVC1,MGHAOVC1,,,Ampulla of Vater,,
ACH-001841,MGH-ECC3,MGHECC3,,,Biliary Tract,,
ACH-001843,MGH-ECC4,MGHECC4,,,Biliary Tract,,
ACH-001961,MGH-GB2,MGHGB2,,,Biliary Tract,,
ACH-001834,MGH-ICC10,MGHICC10,,,Biliary Tract,,
ACH-001835,MGH-ICC10-6,MGHICC106,,,Biliary Tract,,
ACH-001836,MGH-ICC10-8,MGHICC108,,,Biliary Tract,,
ACH-001838,MGH-ICC12,MGHICC12,,,Biliary Tract,,
ACH-001839,MGH-ICC13-7,MGHICC137,,,Biliary Tract,,
ACH-001994,MGH-ICC16,MGHICC16,,,Biliary Tract,,
ACH-001996,MGH-ICC18,MGHICC18,,,Biliary Tract,,
ACH-001842,MGH-ICC2,MGHICC2,,,Biliary Tract,,
ACH-001844,MGH-ICC4,MGHICC4,,,Biliary Tract,,
ACH-001845,MGH-ICC5,MGHICC5,,,Biliary Tract,,
ACH-001846,MGH-ICC6,MGHICC6,,,Biliary Tract,,
ACH-001847,MGH-ICC7,MGHICC7,,,Biliary Tract,,
ACH-001848,MGH-ICC8,MGHICC8,,,Biliary Tract,,
ACH-001849,MGH-ICC9,MGHICC9,,,Biliary Tract,,
ACH-000020,MHH-CALL-2,MHHCALL2,908132,SIDM00331,Lymphoid,,
ACH-000032,MHH-CALL-3,MHHCALL3,,SIDM01693,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,
ACH-000156,MHH-CALL-4,MHHCALL4,908133,SIDM00376,Lymphoid,,
ACH-000391,MHH-ES-1,MHHES1,908134,SIDM00386,Bone,,
ACH-000078,MHH-NB-11,MHHNB11,908135,SIDM00387,Peripheral Nervous System,,
ACH-002272,MHH-PREB-1,MHHPREB1,908136,SIDM00388,Lymphoid,,
ACH-002645,MHH-TALL-2,MHHTALL2,,,Lymphoid,,
ACH-000601,MIA PaCa-2,MIAPACA2,724870,SIDM00505,Pancreas,,
ACH-000220,Mino,MINO,,,Lymphoid,,
ACH-000077,MJ,MJ,,,Lymphoid,,
ACH-001122,MKL-1,MKL1,,SIDM01791,Skin,Other Solid Cancers,
ACH-001123,MKL-2,MKL2,,SIDM01790,Skin,Other Solid Cancers,
ACH-000351,MKN1,MKN1,908138,SIDM00271,Esophagus/Stomach,,
ACH-002161,MKN28,MKN28,908139,SIDM00260,Esophagus/Stomach,,
ACH-000356,MKN-45,MKN45,925340,SIDM00247,Esophagus/Stomach,,
ACH-000678,MKN7,MKN7,924250,SIDM00560,Esophagus/Stomach,,
ACH-000758,MKN74,MKN74,908140,SIDM00248,Esophagus/Stomach,,
ACH-000058,ML-1,ML1,1240178,SIDM00442,Thyroid,,
ACH-002273,ML-2,ML2,908141,SIDM00441,Myeloid,,
ACH-002274,MLMA,MLMA,908142,SIDM00561,Lymphoid,,
ACH-002928,MM100511,MM100511,,,Skin,,
ACH-001563,MM127,MM127,,,Skin,,
ACH-002512,MM160113,MM160113,,,Skin,,
ACH-000763,MM1-S,MM1S,1659818,SIDM01265,Lymphoid,,
ACH-001970,MM253,MM253,889016,,Skin,,
ACH-002013,MM28,MM28,,,Eye,,
ACH-001566,MM370,MM370,,,Skin,,
ACH-001567,MM383,MM383,,,Skin,,
ACH-001568,MM386,MM386,,,Skin,,
ACH-001569,MM415,MM415,,,Skin,,
ACH-001570,MM426,MM426,,,Skin,,
ACH-001971,MM466,MM466,,,Skin,,
ACH-001972,MM473,MM473,,,Skin,,
ACH-001973,MM485,MM485,1206009,,Skin,,
ACH-001974,MM537,MM537,,,Skin,,
ACH-001975,MM576,MM576,,,Skin,,
ACH-001976,MM603,MM603,,,Skin,,
ACH-002084,MMAc,MMAC,,SIDM00246,Skin,,
ACH-002162,MMAC-SF,MMACSF,925339,SIDM01242,Skin,,
ACH-001854,MMNK-1,MMNK1,,,Biliary Tract,,
ACH-002275,MN-60,MN60,908143,SIDM00438,Lymphoid,,
ACH-001571,Mo,MO,,,Lymphoid,,
ACH-002716,MO-91,MO91,,,Myeloid,,
ACH-001125,MOG-G-CCM,MOGGCCM,908144,SIDM00532,CNS/Brain,,
ACH-001126,MOG-G-UVW,MOGGUVW,908145,SIDM00504,CNS/Brain,,
ACH-001573,MOLM-1,MOLM1,2089677,SIDM02136,Haematopoietic and Lymphoid,Chronic Myelogenous Leukemia,
ACH-000362,MOLM-13,MOLM13,1330947,SIDM00437,Myeloid,,
ACH-001574,MOLM-14,MOLM14,,SIDM00436,Myeloid,,
ACH-000369,MOLM-16,MOLM16,1330948,SIDM00435,Myeloid,,
ACH-000321,MOLM-6,MOLM6,,SIDM01691,Haematopoietic and Lymphoid,Chronic Myelogenous Leukemia,
ACH-000453,MOLP-2,MOLP2,,SIDM01690,Haematopoietic and Lymphoid,Plasma Cell Myeloma,
ACH-000745,MOLP-8,MOLP8,1330950,SIDM00434,Lymphoid,,
ACH-000795,MOLT-13,MOLT13,908146,SIDM00433,Lymphoid,,
ACH-000918,MOLT-16,MOLT16,908147,SIDM00431,Lymphoid,,
ACH-000964,MOLT-3,MOLT3,1330953,SIDM00153,Lymphoid,,
ACH-001127,MOLT-4,MOLT4,905958,SIDM00145,Lymphoid,,
ACH-001128,MON,MON,,,Soft Tissue,,
ACH-001129,MONO-MAC-1,MONOMAC1,1330955,SIDM01022,Myeloid,,
ACH-000006,MONO-MAC-6,MONOMAC6,908148,SIDM01023,Myeloid,,
ACH-000851,MOR-CPR,MORCPR,,SIDM01628,Lung,Non-Small Cell Lung Carcinoma,
ACH-002339,MOT,MOT,908149,SIDM00623,Lymphoid,,
ACH-001130,MOTN-1,MOTN1,,SIDM01884,Lymphoid,,
ACH-002010,MP41,MP41,,,Eye,,
ACH-002011,MP46,MP46,,,Eye,,
ACH-002710,MPNST-724,MPNST724,,,Peripheral Nervous System,,
ACH-000319,MPP 89,MPP89,908150,SIDM00222,Pleura,,
ACH-002163,MRK-nu-1,MRKNU1,908151,SIDM00562,Breast,,
ACH-001958,MS1,MS1,,SIDM00245,Lung,,
ACH-001360,MS751,MS751,1240179,SIDM00638,Cervix,,
ACH-001131,MS-1,MSDASH1,753594,SIDM00408,Skin,,
ACH-000335,MSTO-211H,MSTO211H,908152,SIDM00640,Pleura,,
ACH-001132,MTA,MTA,,SIDM01868,Lymphoid,,
ACH-001956,MUG-Chor1,MUGChor1,,SIDM01427,Bone,Other Solid Cancers,
ACH-000084,MUTZ-3,MUTZ3,,SIDM01873,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,
ACH-000492,MUTZ-5,MUTZ5,,SIDM01689,Lymphoid,,
ACH-001577,MUTZ-8,MUTZ8,1465960,SIDM02137,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,
ACH-000045,MV4-11,MV411,908156,SIDM00657,Myeloid,,
ACH-002328,MX1,MX1,,,Breast,,
ACH-002060,MY,MY,,SIDM00563,Myeloid,,
ACH-001134,MYLA,MYLA,,,Lymphoid,,
ACH-002276,MY-M12,MYM12,1330960,SIDM01217,Myeloid,,
ACH-002360,MZ1-B,MZ1B,,SIDM01878,Haematopoietic and Lymphoid,Non-Cancerous,
ACH-002164,MZ1-PC,MZ1PC,753595,SIDM00053,Pancreas,,
ACH-002165,MZ2-MEL,MZ2MEL,971777,SIDM00179,Skin,,
ACH-002361,MZ7-B,MZ7B,,SIDM01879,Haematopoietic and Lymphoid,Non-Cancerous,
ACH-002166,MZ7-mel,MZ7MEL,753596,SIDM00516,Skin,,
ACH-000462,NALM-1,NALM1,,SIDM01686,Haematopoietic and Lymphoid,Chronic Myelogenous Leukemia,
ACH-001993,NALM-16,NALM16,1037712,SIDM02128,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,
ACH-000130,NALM-19,NALM19,,SIDM01685,Lymphoid,,
ACH-000938,NALM-6,NALM6,908158,SIDM00429,Lymphoid,,
ACH-000944,NAMALWA,NAMALWA,908159,SIDM00641,Lymphoid,,
ACH-000804,NB-1,NB1,949179,SIDM00578,Peripheral Nervous System,,
ACH-002278,NB10,NB10,949171,SIDM00259,Peripheral Nervous System,,
ACH-002279,NB12,NB12,949172,SIDM00258,Peripheral Nervous System,,
ACH-002280,NB13,NB13,949177,SIDM00257,Peripheral Nervous System,,
ACH-002281,NB14,NB14,949178,SIDM00256,Peripheral Nervous System,,
ACH-001303,NB-1643,NB1643,,SIDM01388,Peripheral Nervous System,Neuroblastoma,
ACH-002282,NB17,NB17,949175,SIDM00255,Peripheral Nervous System,,
ACH-000294,NB-4,NB4,1323913,SIDM00428,Myeloid,,
ACH-002283,NB5,NB5,949176,SIDM00254,Peripheral Nervous System,,
ACH-002284,NB6,NB6,949173,SIDM00253,Peripheral Nervous System,,
ACH-002083,NB69,NB69,908440,SIDM00244,Peripheral Nervous System,,
ACH-002285,NB7,NB7,949174,SIDM00156,Peripheral Nervous System,,
ACH-001361,NBL-S,NBLS,,,Peripheral Nervous System,,
ACH-002340,NBSUSSR,NBSUSSR,925342,SIDM00002,Peripheral Nervous System,,
ACH-002277,NB(TU)1-10,NBTU110,1240181,SIDM00579,Peripheral Nervous System,,
ACH-002167,NCC010,NCC010,1509073,SIDM00231,Kidney,,
ACH-002168,NCC021,NCC021,1509074,SIDM00232,Kidney,,
ACH-002792,NCC-CCS1B-C1,NCCCCS1BC1,,,Soft Tissue,,
ACH-002795,NCC-CDS1-X1-C1,NCCCDS1X1C1,,,Soft Tissue,,
ACH-002796,NCC-CDS1-X3-C1,NCCCDS1X3C1,,,Soft Tissue,,
ACH-002781,NCC-dCS1-C1,NCCDCS1C1,,,Bone,,
ACH-002798,NCC-DFSP2-C1,NCCDFSP2C1,,,Skin,,
ACH-002780,NCC-ES1-C1,NCCES1C1,,,Bone,,
ACH-002779,NCC-ESOS1-C1,NCCESOS1C1,,,Bone,,
ACH-001578,NCCIT,NCCIT,908441,SIDM00655,Testis,,
ACH-002785,NCC-LMS1-C1,NCCLMS1C1,,,Soft Tissue,,
ACH-002794,NCC-MFS1-C1,NCCMFS1C1,,,Soft Tissue,,
ACH-002799,NCC-MPNST1-C1,NCCMPNST1C1,,,Peripheral Nervous System,,
ACH-002800,NCC-MPNST2-C1,NCCMPNST2C1,,,Peripheral Nervous System,,
ACH-002801,NCC-MPNST3-C1,NCCMPNST3C1,,,Peripheral Nervous System,,
ACH-002802,NCC-MPNST3-X2-C1,NCCMPNST3X2C1,,,Peripheral Nervous System,,
ACH-002778,NCC-OS1-X2-C1,NCCOS1X2C1,,,Bone,,
ACH-002787,NCC-pRMS1-C1,NCCPRMS1C1,,,Soft Tissue,,
ACH-002789,NCC-SS1-C1,NCCSS1C1,,,Soft Tissue,,
ACH-002790,NCC-SS2-C1,NCCSS2C1,,,Soft Tissue,,
ACH-000110,NCC-StC-K140,NCCStCK140,,SIDM01682,Stomach,Gastric Carcinoma,
ACH-002782,NCC-UPS1-C1,NCCUPS1C1,,,Soft Tissue,,
ACH-002784,NCC-UPS2-C1,NCCUPS2C1,,,Soft Tissue,,
ACH-002362,NCI-BL128,NCIBL128,,SIDM01681,Haematopoietic and Lymphoid,Non-Cancerous,
ACH-002363,NCI-BL1395,NCIBL1395,,SIDM00643,Lymphoid,,
ACH-002364,NCI-BL1437,NCIBL1437,,SIDM01680,Haematopoietic and Lymphoid,Non-Cancerous,
ACH-002365,NCI-BL1770,NCIBL1770,,SIDM00752,Lymphoid,,
ACH-002366,NCI-BL2009,NCIBL2009,,SIDM00736,Lymphoid,,
ACH-002367,NCI-BL2052,NCIBL2052,,SIDM00712,Lymphoid,,
ACH-002368,NCI-BL2087,NCIBL2087,,SIDM00707,Lymphoid,,
ACH-002369,NCI-BL209,NCIBL209,,SIDM00705,Lymphoid,,
ACH-002370,NCI-BL2122,NCIBL2122,,SIDM00701,Lymphoid,,
ACH-002371,NCI-BL2126,NCIBL2126,,SIDM00790,Lymphoid,,
ACH-002372,NCI-BL2171,NCIBL2171,,SIDM00717,Lymphoid,,
ACH-000866,NCI-H1048,NCIH1048,687995,SIDM00654,Lung,,
ACH-000514,NCI-H1092,NCIH1092,687997,SIDM00653,Lung,,
ACH-000780,NCI-H1105,NCIH1105,908468,SIDM00652,Lung,,
ACH-000980,NCI-H1155,NCIH1155,908467,SIDM00651,Lung,,
ACH-000523,NCI-H1184,NCIH1184,,SIDM01679,Lung,Small Cell Lung Carcinoma,
ACH-002286,NCI-H128,NCIH128,753597,SIDM00650,Lung,,
ACH-000510,NCI-H1299,NCIH1299,724831,SIDM00649,Lung,,
ACH-002169,NCI-H1304,NCIH1304,753599,SIDM00648,Lung,,
ACH-000921,NCI-H1339,NCIH1339,,SIDM01387,Lung,Small Cell Lung Carcinoma,
ACH-000129,NCI-H1341,NCIH1341,1330964,SIDM00646,Cervix,,
ACH-000666,NCI-H1355,NCIH1355,724866,SIDM00645,Lung,,
ACH-000845,NCI-H1373,NCIH1373,,SIDM01677,Lung,Non-Small Cell Lung Carcinoma,
ACH-000737,NCI-H1385,NCIH1385,,SIDM01676,Lung,Squamous Cell Lung Carcinoma,
ACH-000327,NCI-H1395,NCIH1395,684681,SIDM00644,Lung,,
ACH-001591,NCI-H1417,NCIH1417,688001,SIDM00642,Lung,,
ACH-000852,NCI-H1435,NCIH1435,1298347,SIDM00658,Lung,,
ACH-000830,NCI-H1436,NCIH1436,908469,SIDM00697,Lung,,
ACH-000589,NCI-H1437,NCIH1437,687794,SIDM00734,Lung,,
ACH-003119,NCI-H1450,NCIH1450,,,Lung,,
ACH-000506,NCI-H146,NCIH146,910899,SIDM00698,Lung,,
ACH-000892,NCI-H1563,NCIH1563,753600,SIDM00751,Lung,,
ACH-000869,NCI-H1568,NCIH1568,1298348,SIDM00750,Lung,,
ACH-000916,NCI-H1573,NCIH1573,908472,SIDM00749,Lung,,
ACH-000921,NCI-H157-DM,NCIH157DM,,,Lung,,
ACH-000015,NCI-H1581,NCIH1581,908471,SIDM00748,Lung,,
ACH-003120,NCI-H1607,NCIH1607,,,Lung,,
ACH-000179,NCI-H1618,NCIH1618,,SIDM01675,Lung,Small Cell Lung Carcinoma,
ACH-000744,NCI-H1623,NCIH1623,687798,SIDM00747,Lung,,
ACH-000766,NCI-H1648,NCIH1648,687799,SIDM00746,Lung,,
ACH-000035,NCI-H1650,NCIH1650,687800,SIDM00745,Lung,,
ACH-000893,NCI-H1651,NCIH1651,910900,SIDM00744,Lung,,
ACH-000448,NCI-H1666,NCIH1666,908473,SIDM00743,Lung,,
ACH-002170,NCI-H1688,NCIH1688,1298349,SIDM00792,Lung,,
ACH-000021,NCI-H1693,NCIH1693,687802,SIDM00742,Lung,,
ACH-000431,NCI-H1694,NCIH1694,688006,SIDM00741,Lung,,
ACH-000747,NCI-H1703,NCIH1703,908474,SIDM00740,Lung,,
ACH-000675,NCI-H1734,NCIH1734,722058,SIDM00739,Lung,,
ACH-000282,NCI-H1755,NCIH1755,908475,SIDM00738,Lung,,
ACH-001362,NCI-H1770,NCIH1770,687804,SIDM00737,Lung,,
ACH-000379,NCI-H1781,NCIH1781,1298350,SIDM00754,Lung,,
ACH-000496,NCI-H1792,NCIH1792,724868,SIDM00771,Lung,,
ACH-000888,NCI-H1793,NCIH1793,908463,SIDM00755,Lung,,
ACH-000033,NCI-H1819,NCIH1819,,SIDM01674,Lung,Non-Small Cell Lung Carcinoma,
ACH-000559,NCI-H1836,NCIH1836,1240182,SIDM00770,Lung,,
ACH-000733,NCI-H1838,NCIH1838,687807,SIDM00769,Lung,,
ACH-000894,NCI-H1869,NCIH1869,1240183,SIDM00768,Lung,,
ACH-001136,NCI-H187,NCIH187,688007,SIDM00767,Lung,,
ACH-000586,NCI-H1876,NCIH1876,1330972,SIDM00766,Lung,,
ACH-002490,NCI-H1882,NCIH1882,753602,SIDM00764,Lung,,
ACH-000434,NCI-H1915,NCIH1915,1240184,SIDM00763,Lung,,
ACH-000870,NCI-H1930,NCIH1930,,SIDM01672,Lung,Small Cell Lung Carcinoma,
ACH-000414,NCI-H1944,NCIH1944,1240185,SIDM00762,Lung,,
ACH-000752,NCI-H196,NCIH196,1240186,SIDM00761,Lung,,
ACH-000729,NCI-H1963,NCIH1963,688010,SIDM00760,Lung,,
ACH-000587,NCI-H1975,NCIH1975,924244,SIDM00759,Lung,,
ACH-001137,NCI-H1993,NCIH1993,908476,SIDM00758,Lung,,
ACH-000533,NCI-H2004RT,NCIH2004RT,,SIDM01671,Kidney,Other Solid Cancers,
ACH-000886,NCI-H2009,NCIH2009,724873,SIDM00756,Lung,,
ACH-000781,NCI-H2023,NCIH2023,1240187,SIDM00753,Lung,,
ACH-000298,NCI-H2029,NCIH2029,688011,SIDM00735,Lung,,
ACH-000521,NCI-H2030,NCIH2030,722045,SIDM00715,Lung,,
ACH-000153,NCI-H2052,NCIH2052,688058,SIDM00713,Pleura,,
ACH-000727,NCI-H2066,NCIH2066,1330973,SIDM00711,Lung,,
ACH-000590,NCI-H2073,NCIH2073,908478,SIDM00757,Lung,,
